UF;COD. UF;COD. MUNIC;MUNICIPIO;POPULAÇÃO ESTIMADA
CE;23;6108;Irauçuba;24450
BA;29;14604;Irecê;74050
PR;41;10805;Iretama;10029
SC;42;7908;Irineópolis;11354
PA;15;3507;Irituia;32639
ES;32;2652;Irupi;13672
PI;22;4907;Isaías Coelho;8582
GO;52;10307;Israelândia;2772
SC;42;8005;Itá;6091
RS;43;10538;Itaara;5573
PB;25;6905;Itabaiana;24363
SE;28;2908;Itabaiana;96839
SE;28;3005;Itabaianinha;42399
BA;29;14653;Itabela;30901
SP;35;21705;Itaberá;17405
BA;29;14703;Itaberaba;64795
GO;52;10406;Itaberaí;44329
SE;28;3104;Itabi;4869
MG;31;31703;Itabira;121717
MG;31;31802;Itabirinha;11637
MG;31;31901;Itabirito;52996
RJ;33;1900;Itaboraí;244416
BA;29;14802;Itabuna;214123
TO;17;10508;Itacajá;7471
MG;31;32008;Itacambira;5447
MG;31;32107;Itacarambi;18175
BA;29;14901;Itacaré;29051
AM;13;1902;Itacoatiara;104046
PE;26;7406;Itacuruba;5013
RS;43;10553;Itacurubi;3456
BA;29;15007;Itaeté;16164
BA;29;15106;Itagi;12140
BA;29;15205;Itagibá;14331
BA;29;15304;Itagimirim;6784
ES;32;2702;Itaguaçu;13982
BA;29;15353;Itaguaçu da Bahia;14650
RJ;33;2007;Itaguaí;136547
PR;41;10904;Itaguajé;4426
MG;31;32206;Itaguara;13510
GO;52;10562;Itaguari;4684
GO;52;10604;Itaguaru;5184
TO;17;10706;Itaguatins;5801
SP;35;21804;Itaí;27632
PE;26;7505;Itaíba;26268
CE;23;6207;Itaiçaba;7904
PI;22;5003;Itainópolis;11571
SC;42;8104;Itaiópolis;21889
MA;21;5351;Itaipava do Grajaú;16158
MG;31;32305;Itaipé;12910
PR;41;10953;Itaipulândia;11588
CE;23;6256;Itaitinga;38661
PA;15;3606;Itaituba;101541
GO;52;10802;Itajá;4412
RN;24;4853;Itajá;7641
SC;42;8203;Itajaí;226617
SP;35;21903;Itajobi;15331
SP;35;22000;Itaju;3937
BA;29;15403;Itaju do Colônia;6515
MG;31;32404;Itajubá;97782
BA;29;15502;Itajuípe;20309
RJ;33;2056;Italva;15387
BA;29;15601;Itamaraju;64423
MG;31;32503;Itamarandiba;35130
AM;13;1951;Itamarati;7777
MG;31;32602;Itamarati de Minas;4395
BA;29;15700;Itamari;7971
MG;31;32701;Itambacuri;23207
PR;41;11001;Itambaracá;6516
BA;29;15809;Itambé;22474
PE;26;7653;Itambé;36495
PR;41;11100;Itambé;6110
MG;31;32800;Itambé do Mato Dentro;2032
MG;31;32909;Itamogi;10122
MG;31;33006;Itamonte;15844
BA;29;15908;Itanagra;6433
SP;35;22109;Itanhaém;104351
MG;31;33105;Itanhandu;15511
MT;51;4542;Itanhangá;7030
BA;29;16005;Itanhém;19231
MG;31;33204;Itanhomi;12259
MG;31;33303;Itaobim;20997
SP;35;22158;Itaoca;3332
RJ;33;2106;Itaocara;23211
GO;52;10901;Itapaci;23850
MG;31;33402;Itapagipe;15511
CE;23;6306;Itapajé;53448
BA;29;16104;Itaparica;22440
BA;29;16203;Itapé;8300
BA;29;16302;Itapebi;10173
MG;31;33501;Itapecerica;21760
SP;35;22208;Itapecerica da Serra;179574
MA;21;5401;Itapecuru Mirim;69233
PR;41;11209;Itapejara d'Oeste;12220
SC;42;8302;Itapema;69323
ES;32;2801;Itapemirim;34957
PR;41;11258;Itaperuçu;29493
RJ;33;2205;Itaperuna;104354
PE;26;7703;Itapetim;13492
BA;29;16401;Itapetinga;77408
SP;35;22307;Itapetininga;167106
MG;31;33600;Itapeva;9976
SP;35;22406;Itapeva;95241
SP;35;22505;Itapevi;244131
BA;29;16500;Itapicuru;36173
CE;23;6405;Itapipoca;131687
SP;35;22604;Itapira;75683
AM;13;2009;Itapiranga;9312
SC;42;8401;Itapiranga;17139
GO;52;11008;Itapirapuã;4380
SP;35;22653;Itapirapuã Paulista;4294
TO;17;10904;Itapiratins;3814
PE;26;7752;Itapissuma;27144
BA;29;16609;Itapitanga;10284
CE;23;6504;Itapiúna;20653
SC;42;8450;Itapoá;21766
SP;35;22703;Itápolis;43536
MS;50;4502;Itaporã;25478
TO;17;11100;Itaporã do Tocantins;2412
PB;25;7002;Itaporanga;24960
SP;35;22802;Itaporanga;15197
SE;28;3203;Itaporanga d'Ajuda;35054
PB;25;7101;Itapororoca;18978
RO;11;1104;Itapuã do Oeste;10819
RS;43;10579;Itapuca;2037
SP;35;22901;Itapuí;14297
SP;35;23008;Itapura;4994
GO;52;11206;Itapuranga;25597
SP;35;23107;Itaquaquecetuba;379082
BA;29;16708;Itaquara;8375
RS;43;10603;Itaqui;37363
MS;50;4601;Itaquiraí;21604
PE;26;7802;Itaquitinga;17056
ES;32;2900;Itarana;10433
BA;29;16807;Itarantim;19937
SP;35;23206;Itararé;50778
CE;23;6553;Itarema;42595
SP;35;23305;Itariri;17754
GO;52;11305;Itarumã;7337
RS;43;10652;Itati;2377
RJ;33;2254;Itatiaia;32312
MG;31;33709;Itatiaiuçu;11354
SP;35;23404;Itatiba;124254
RS;43;10702;Itatiba do Sul;3143
BA;29;16856;Itatim;14588
SP;35;23503;Itatinga;21139
CE;23;6603;Itatira;22018
PB;25;7200;Itatuba;11069
RN;24;4903;Itaú;5916
MG;31;33758;Itaú de Minas;16286
MT;51;4559;Itaúba;3609
AP;16;253;Itaubal;5730
GO;52;11404;Itauçu;8968
PI;22;5102;Itaueira;11037
MG;31;33808;Itaúna;94455
PR;41;11308;Itaúna do Sul;2700
MG;31;33907;Itaverava;5321
MG;31;34004;Itinga;15053
MA;21;5427;Itinga do Maranhão;26134
MT;51;4609;Itiquira;13727
SP;35;23602;Itirapina;18610
SP;35;23701;Itirapuã;6587
BA;29;16906;Itiruçu;12482
BA;29;17003;Itiúba;36140
SP;35;23800;Itobi;7862
BA;29;17102;Itororó;20394
SP;35;23909;Itu;177150
BA;29;17201;Ituaçu;19095
BA;29;17300;Ituberá;28870
MG;31;34103;Itueta;6074
MG;31;34202;Ituiutaba;105818
GO;52;11503;Itumbiara;106845
MG;31;34301;Itumirim;5978
SP;35;24006;Itupeva;64330
PA;15;3705;Itupiranga;53439
SC;42;8500;Ituporanga;25619
MG;31;34400;Iturama;40101
MG;31;34509;Itutinga;3749
SP;35;24105;Ituverava;42259
BA;29;17334;Iuiu;11038
ES;32;3007;Iúna;29417
PR;41;11407;Ivaí;14049
PR;41;11506;Ivaiporã;31886
PR;41;11555;Ivaté;8294
PR;41;11605;Ivatuba;3299
MS;50;4700;Ivinhema;23277
GO;52;11602;Ivolândia;2295
RS;43;10751;Ivorá;1854
RS;43;10801;Ivoti;25068
PE;26;7901;Jaboatão dos Guararapes;711330
SC;42;8609;Jaborá;3899
BA;29;17359;Jaborandi;8176
SP;35;24204;Jaborandi;6963
PR;41;11704;Jaboti;5332
RS;43;10850;Jaboticaba;3738
SP;35;24303;Jaboticabal;78029
MG;31;34608;Jaboticatubas;20683
RN;24;5009;Jaçanã;9341
BA;29;17409;Jacaraci;14855
PB;25;7309;Jacaraú;14467
AL;27;3403;Jacaré dos Homens;5185
PA;15;3754;Jacareacanga;6952
SP;35;24402;Jacareí;237119
PR;41;11803;Jacarezinho;39268
SP;35;24501;Jaci;7322
MT;51;4807;Jaciara;27696
MG;31;34707;Jacinto;12320
SC;42;8708;Jacinto Machado;10337
BA;29;17508;Jacobina;80749
PI;22;5151;Jacobina do Piauí;5718
MG;31;34806;Jacuí;7695
AL;27;3502;Jacuípe;6992
RS;43;10876;Jacuizinho;2718
PA;15;3804;Jacundá;60517
SP;35;24600;Jacupiranga;17911
MG;31;34905;Jacutinga;26538
RS;43;10900;Jacutinga;3532
PR;41;11902;Jaguapitã;13861
BA;29;17607;Jaguaquara;54913
MG;31;35001;Jaguaraçu;3151
RS;43;11007;Jaguarão;26327
BA;29;17706;Jaguarari;33915
ES;32;3056;Jaguaré;31589
CE;23;6702;Jaguaretama;18133
RS;43;11106;Jaguari;10684
PR;41;12009;Jaguariaíva;35192
CE;23;6801;Jaguaribara;11580
CE;23;6900;Jaguaribe;34592
BA;29;17805;Jaguaripe;19162
SP;35;24709;Jaguariúna;59921
CE;23;7007;Jaguaruana;33960
SC;42;8807;Jaguaruna;20547
MG;31;35050;Jaíba;39850
PI;22;5201;Jaicós;19233
SP;35;24808;Jales;49291
SP;35;24907;Jambeiro;6828
MG;31;35076;Jampruca;5453
MG;31;35100;Janaúba;72374
GO;52;11701;Jandaia;6001
PR;41;12108;Jandaia do Sul;21281
BA;29;17904;Jandaíra;10742
RN;24;5108;Jandaíra;6907
SP;35;25003;Jandira;127734
RN;24;5207;Janduís;5228
MT;51;4906;Jangada;8420
PR;41;12207;Janiópolis;4948
MG;31;35209;Januária;67958
MG;31;35308;Japaraíba;4418
AL;27;3601;Japaratinga;8444
SE;28;3302;Japaratuba;19067
RJ;33;2270;Japeri;106296
RN;24;5405;Japi;4935
PR;41;12306;Japira;4929
SE;28;3401;Japoatã;13422
MG;31;35357;Japonvar;7991
MS;50;4809;Japorã;9372
AM;13;2108;Japurá;1755
PR;41;12405;Japurá;9573
PE;26;7950;Jaqueira;11632
RS;43;11122;Jaquirana;3611
GO;52;11800;Jaraguá;52160
SC;42;8906;Jaraguá do Sul;184579
MS;50;4908;Jaraguari;7342
AL;27;3700;Jaramataia;5751
CE;23;7106;Jardim;27187
MS;50;5004;Jardim;26375
PR;41;12504;Jardim Alegre;11067
RN;24;5504;Jardim de Angicos;2600
RN;24;5603;Jardim de Piranhas;15044
PI;22;5250;Jardim do Mulato;4522
RN;24;5702;Jardim do Seridó;12397
PR;41;12603;Jardim Olinda;1309
SC;42;8955;Jardinópolis;1520
SP;35;25102;Jardinópolis;45544
RS;43;11130;Jari;3472
SP;35;25201;Jarinu;31173
RO;11;114;Jaru;51469
GO;52;11909;Jataí;103221
PR;41;12702;Jataizinho;12687
PE;26;8008;Jataúba;17305
MS;50;5103;Jateí;4015
CE;23;7205;Jati;8150
MA;21;5450;Jatobá;10464
PE;26;8057;Jatobá;14904
PI;22;5276;Jatobá do Piauí;4885
SP;35;25300;Jaú;153463
TO;17;11506;Jaú do Tocantins;3906
GO;52;12006;Jaupaci;2843
MT;51;5002;Jauru;8377
MG;31;35407;Jeceaba;4795
MG;31;35456;Jenipapo de Minas;7781
MA;21;5476;Jenipapo dos Vieiras;17123
MG;31;35506;Jequeri;12246
AL;27;3759;Jequiá da Praia;11495
BA;29;18001;Jequié;156277
MG;31;35605;Jequitaí;7407
MG;31;35704;Jequitibá;5203
MG;31;35803;Jequitinhonha;25555
BA;29;18100;Jeremoabo;40832
PB;25;7408;Jericó;7751
SP;35;25409;Jeriquara;3143
ES;32;3106;Jerônimo Monteiro;12336
PI;22;5300;Jerumenha;4443
MG;31;35902;Jesuânia;4774
PR;41;12751;Jesuítas;8251
GO;52;12055;Jesúpolis;2497
CE;23;7254;Jijoca de Jericoacoara;20351
RO;11;122;Ji-Paraná;131026
BA;29;18209;Jiquiriçá;14576
BA;29;18308;Jitaúna;10470
SC;42;9003;Joaçaba;30684
MG;31;36009;Joaíma;15476
MG;31;36108;Joanésia;4382
SP;35;25508;Joanópolis;13453
PE;26;8107;João Alfredo;33570
RN;24;5801;João Câmara;35360
PI;22;5359;João Costa;3003
RN;24;5900;João Dias;2653
BA;29;18357;João Dourado;25606
MA;21;5500;João Lisboa;23677
MG;31;36207;João Monlevade;80903
ES;32;3130;João Neiva;16774
PB;25;7507;João Pessoa;825796
MG;31;36306;João Pinheiro;47990
SP;35;25607;João Ramalho;4577
MG;31;36405;Joaquim Felício;4757
AL;27;3809;Joaquim Gomes;24167
PE;26;8206;Joaquim Nabuco;15999
PI;22;5409;Joaquim Pires;14396
PR;41;12801;Joaquim Távora;12108
PB;25;13653;Joca Claudino;2640
PI;22;5458;Joca Marques;5488
RS;43;11155;Jóia;8571
SC;42;9102;Joinville;604708
MG;31;36504;Jordânia;10872
AC;12;328;Jordão;8628
SC;42;9151;José Boiteux;5019
SP;35;25706;José Bonifácio;37707
RN;24;6007;José da Penha;5941
PI;22;5508;José de Freitas;39457
MG;31;36520;José Gonçalves de Minas;4474
MG;31;36553;José Raydan;5104
MA;21;5609;Joselândia;16228
MG;31;36579;Josenópolis;4911
GO;52;12105;Joviânia;7417
MT;51;5101;Juara;35275
PB;25;7606;Juarez Távora;8014
TO;17;11803;Juarina;2174
MG;31;36652;Juatuba;27823
PB;25;7705;Juazeirinho;18422
BA;29;18407;Juazeiro;219544
CE;23;7304;Juazeiro do Norte;278264
PI;22;5516;Juazeiro do Piauí;5491
CE;23;7403;Jucás;24949
PE;26;8255;Jucati;11545
BA;29;18456;Jucuruçu;8856
RN;24;6106;Jucurutu;18335
MT;51;5150;Juína;41190
MG;31;36702;Juiz de Fora;577532
PI;22;5524;Júlio Borges;5653
RS;43;11205;Júlio de Castilhos;19159
SP;35;25805;Júlio Mesquita;4824
SP;35;25854;Jumirim;3467
MA;21;5658;Junco do Maranhão;4334
PB;25;7804;Junco do Seridó;7238
AL;27;3908;Jundiá;4119
RN;24;6155;Jundiá;3945
SP;35;25904;Jundiaí;426935
PR;41;12900;Jundiaí do Sul;3248
AL;27;4005;Junqueiro;24716
SP;35;26001;Junqueirópolis;20978
PE;26;8305;Jupi;15007
SC;42;9177;Jupiá;2083
SP;35;26100;Juquiá;18627
SP;35;26209;Juquitiba;31844
MG;31;36801;Juramento;4359
PR;41;12959;Juranda;7244
PE;26;8404;Jurema;15483
PI;22;5532;Jurema;4790
PB;25;7903;Juripiranga;10830
PB;25;8000;Juru;9831
AM;13;2207;Juruá;15495
MG;31;36900;Juruaia;10795
MT;51;5176;Juruena;16811
PA;15;3903;Juruti;59961
MT;51;5200;Juscimeira;11124
BA;29;18506;Jussara;15241
GO;52;12204;Jussara;18266
PR;41;13007;Jussara;7069
BA;29;18555;Jussari;5706
BA;29;18605;Jussiape;5777
AM;13;2306;Jutaí;13462
MS;50;5152;Juti;6861
MG;31;36959;Juvenília;5706
PR;41;13106;Kaloré;3996
AM;13;2405;Lábrea;47685
SC;42;9201;Lacerdópolis;2248
MG;31;37007;Ladainha;18272
MS;50;5202;Ladário;24040
BA;29;18704;Lafaiete Coutinho;3663
MG;31;37106;Lagamar;7588
SE;28;3500;Lagarto;106015
SC;42;9300;Lages;157158
MA;21;5708;Lago da Pedra;50959
MA;21;5807;Lago do Junco;10900
MA;21;5948;Lago dos Rodrigues;8841
MA;21;5906;Lago Verde;16369
PB;25;8109;Lagoa;4640
PI;22;5557;Lagoa Alegre;8610
RS;43;11239;Lagoa Bonita do Sul;2939
AL;27;4104;Lagoa da Canoa;17692
TO;17;11902;Lagoa da Confusão;13989
MG;31;37205;Lagoa da Prata;53236
RN;24;6205;Lagoa d'Anta;6851
PB;25;8208;Lagoa de Dentro;7754
PE;26;8503;Lagoa de Itaenga;21490
RN;24;6304;Lagoa de Pedras;7624
PI;22;5573;Lagoa de São Francisco;6795
RN;24;6403;Lagoa de Velhos;2732
PI;22;5565;Lagoa do Barro do Piauí;4658
PE;26;8453;Lagoa do Carro;18429
MA;21;5922;Lagoa do Mato;11280
PE;26;8602;Lagoa do Ouro;13300
PI;22;5581;Lagoa do Piauí;4086
PI;22;5599;Lagoa do Sítio;5219
TO;17;11951;Lagoa do Tocantins;4470
PE;26;8701;Lagoa dos Gatos;16345
MG;31;37304;Lagoa dos Patos;4062
RS;43;11270;Lagoa dos Três Cantos;1604
MG;31;37403;Lagoa Dourada;13115
MG;31;37502;Lagoa Formosa;18168
MG;31;37536;Lagoa Grande;9681
PE;26;8750;Lagoa Grande;26090
MA;21;5963;Lagoa Grande do Maranhão;11534
RN;24;6502;Lagoa Nova;15880
BA;29;18753;Lagoa Real;15870
RN;24;6601;Lagoa Salgada;8348
GO;52;12253;Lagoa Santa;1652
MG;31;37601;Lagoa Santa;66744
PB;25;8307;Lagoa Seca;27728
RS;43;11304;Lagoa Vermelha;27751
RS;43;11254;Lagoão;6469
SP;35;26308;Lagoinha;4882
PI;22;5540;Lagoinha do Piauí;2870
SC;42;9409;Laguna;46424
MS;50;5251;Laguna Carapã;7496
BA;29;18803;Laje;24214
RJ;33;2304;Laje do Muriaé;7298
RS;43;11403;Lajeado;86005
TO;17;12009;Lajeado;3199
RS;43;11429;Lajeado do Bugre;2569
SC;42;9458;Lajeado Grande;1408
MA;21;5989;Lajeado Novo;7653
BA;29;18902;Lajedão;3993
BA;29;19009;Lajedinho;3735
PE;26;8800;Lajedo;40883
BA;29;19058;Lajedo do Tabocal;8591
RN;24;6700;Lajes;11410
RN;24;6809;Lajes Pintadas;4768
MG;31;37700;Lajinha;19914
BA;29;19108;Lamarão;8078
MG;31;37809;Lambari;20995
MT;51;5234;Lambari D'Oeste;6246
MG;31;37908;Lamim;3366
PI;22;5607;Landri Sales;5272
PR;41;13205;Lapa;48651
BA;29;19157;Lapão;27323
ES;32;3163;Laranja da Terra;10919
MG;31;38005;Laranjal;6856
PR;41;13254;Laranjal;5719
AP;16;279;Laranjal do Jari;52302
SP;35;26407;Laranjal Paulista;29047
SE;28;3609;Laranjeiras;30327
PR;41;13304;Laranjeiras do Sul;32167
MG;31;38104;Lassance;6494
PB;25;8406;Lastro;2698
SC;42;9508;Laurentino;7154
BA;29;19207;Lauro de Freitas;204669
SC;42;9607;Lauro Müller;15380
TO;17;12157;Lavandeira;1984
SP;35;26506;Lavínia;12581
MG;31;38203;Lavras;105756
CE;23;7502;Lavras da Mangabeira;31476
RS;43;11502;Lavras do Sul;7410
SP;35;26605;Lavrinhas;7361
MG;31;38302;Leandro Ferreira;3222
SC;42;9706;Lebon Régis;12122
SP;35;26704;Leme;105273
MG;31;38351;Leme do Prado;4923
BA;29;19306;Lençóis;11586
SP;35;26803;Lençóis Paulista;69533
SC;42;9805;Leoberto Leal;2960
MG;31;38401;Leopoldina;52690
GO;52;12303;Leopoldo de Bulhões;7663
PR;41;13403;Leópolis;3896
RS;43;11601;Liberato Salzano;5087
MG;31;38500;Liberdade;4994
BA;29;19405;Licínio de Almeida;12357
PR;41;13429;Lidianópolis;3155
MA;21;6003;Lima Campos;11943
MG;31;38609;Lima Duarte;16749
SP;35;26902;Limeira;310783
MG;31;38625;Limeira do Oeste;7640
PE;26;8909;Limoeiro;56149
AL;27;4203;Limoeiro de Anadia;28904
PA;15;4000;Limoeiro do Ajuru;29623
CE;23;7601;Limoeiro do Norte;60232
PR;41;13452;Lindoeste;4488
SP;35;27009;Lindóia;8201
SC;42;9854;Lindóia do Sul;4530
RS;43;11627;Lindolfo Collor;6193
RS;43;11643;Linha Nova;1724
ES;32;3205;Linhares;179755
SP;35;27108;Lins;78978
PB;25;8505;Livramento;7274
BA;29;19504;Livramento de Nossa Senhora;46372
TO;17;12405;Lizarda;3727
PR;41;13502;Loanda;23393
PR;41;13601;Lobato;4850
PB;25;8554;Logradouro;4406
PR;41;13700;Londrina;580870
MG;31;38658;Lontra;9766
SC;42;9904;Lontras;12497
SP;35;27207;Lorena;89532
MA;21;6102;Loreto;12271
SP;35;27256;Lourdes;2311
SP;35;27306;Louveira;51007
MT;51;5259;Lucas do Rio Verde;69671
SP;35;27405;Lucélia;22022
PB;25;8604;Lucena;13344
SP;35;27504;Lucianópolis;2412
MT;51;5309;Luciara;2036
RN;24;6908;Lucrécia;4053
SP;35;27603;Luís Antônio;15628
PI;22;5706;Luís Correia;30558
MA;21;6201;Luís Domingues;7016
BA;29;19553;Luís Eduardo Magalhães;92671
RN;24;7005;Luís Gomes;10175
MG;31;38674;Luisburgo;6249
MG;31;38682;Luislândia;6735
SC;42;10001;Luiz Alves;13347
PR;41;13734;Luiziana;7217
SP;35;27702;Luiziânia;5918
MG;31;38708;Luminárias;5431
PR;41;13759;Lunardelli;4695
SP;35;27801;Lupércio;4608
PR;41;13809;Lupionópolis;4969
SP;35;27900;Lutécia;2623
MG;31;38807;Luz;18297
SC;42;10035;Luzerna;5683
GO;52;12501;Luziânia;214645
PI;22;5805;Luzilândia;25521
TO;17;12454;Luzinópolis;3200
RJ;33;2403;Macaé;266136
RN;24;7104;Macaíba;82828
BA;29;19603;Macajuba;11318
RS;43;11718;Maçambará;4539
SE;28;3708;Macambira;7002
AP;16;303;Macapá;522357
PE;26;9006;Macaparana;25565
BA;29;19702;Macarani;19056
SP;35;28007;Macatuba;17263
RN;24;7203;Macau;32260
SP;35;28106;Macaubal;8174
BA;29;19801;Macaúbas;50481
SP;35;28205;Macedônia;3686
AL;27;4302;Maceió;1031597
MG;31;38906;Machacalis;7112
RS;43;11700;Machadinho;5411
RO;11;130;Machadinho D'Oeste;41724
MG;31;39003;Machado;42682
PE;26;9105;Machados;16549
SC;42;10050;Macieira;1757
RJ;33;2452;Macuco;5646
BA;29;19900;Macururé;7752
CE;23;7635;Madalena;20031
PI;22;5854;Madeiro;8372
BA;29;19926;Madre de Deus;21754
MG;31;39102;Madre de Deus de Minas;5119
PB;25;8703;Mãe d'Água;3988
PA;15;4059;Mãe do Rio;30389
BA;29;19959;Maetinga;2386
SC;42;10100;Mafra;56825
PA;15;4109;Magalhães Barata;8598
MA;21;6300;Magalhães de Almeida;20228
SP;35;28304;Magda;3086
RJ;33;2502;Magé;247741
BA;29;20007;Maiquinique;10294
BA;29;20106;Mairi;18535
SP;35;28403;Mairinque;47723
SP;35;28502;Mairiporã;103645
GO;52;12600;Mairipotaba;2358
SC;42;10209;Major Gercino;3465
AL;27;4401;Major Isidoro;19923
RN;24;7252;Major Sales;4102
SC;42;10308;Major Vieira;8209
MG;31;39201;Malacacheta;18556
BA;29;20205;Malhada;16875
BA;29;20304;Malhada de Pedras;8326
SE;28;3807;Malhada dos Bois;3715
SE;28;3906;Malhador;12689
PR;41;13908;Mallet;13697
PB;25;8802;Malta;5745
PB;25;8901;Mamanguape;45385
GO;52;12709;Mambaí;9277
PR;41;14005;Mamborê;12900
MG;31;39250;Mamonas;6565
RS;43;11734;Mampituba;2965
AM;13;2504;Manacapuru;99613
PB;25;9008;Manaíra;10988
AM;13;2553;Manaquiri;33981
PE;26;9154;Manari;22110
AM;13;2603;Manaus;2255903
AC;12;336;Mâncio Lima;19643
PR;41;14104;Mandaguaçu;23373
PR;41;14203;Mandaguari;34628
PR;41;14302;Mandirituba;27750
SP;35;28601;Manduri;9972
PR;41;14351;Manfrinópolis;2442
MG;31;39300;Manga;18051
RJ;33;2601;Mangaratiba;45941
PR;41;14401;Mangueirinha;16572
MG;31;39409;Manhuaçu;92074
MG;31;39508;Manhumirim;22894
AM;13;2702;Manicoré;57405
PI;22;5904;Manoel Emídio;5352
PR;41;14500;Manoel Ribas;13517
AC;12;344;Manoel Urbano;9701
RS;43;11759;Manoel Viana;7315
BA;29;20403;Manoel Vitorino;12944
BA;29;20452;Mansidão;13822
MG;31;39607;Mantena;27651
ES;32;3304;Mantenópolis;15653
RS;43;11775;Maquiné;6747
MG;31;39805;Mar de Espanha;12985
AL;27;4906;Mar Vermelho;3474
GO;52;12808;Mara Rosa;9234
AM;13;2801;Maraã;18298
PA;15;4208;Marabá;287664
SP;35;28700;Marabá Paulista;6039
MA;21;6326;Maracaçumé;21773
SP;35;28809;Maracaí;14069
SC;42;10407;Maracajá;7461
MS;50;5400;Maracaju;48944
PA;15;4307;Maracanã;29559
CE;23;7650;Maracanaú;230986
BA;29;20502;Maracás;19973
AL;27;4500;Maragogi;33351
BA;29;20601;Maragogipe;44902
PE;26;9204;Maraial;11098
MA;21;6359;Marajá do Sena;7757
CE;23;7700;Maranguape;131677
MA;21;6375;Maranhãozinho;16754
PA;15;4406;Marapanim;28563
SP;35;28858;Marapoama;3097
RS;43;11791;Maratá;2713
ES;32;3320;Marataízes;39259
BA;29;20700;Marau;20664
RS;43;11809;Marau;45523
AL;27;4609;Maravilha;8850
SC;42;10506;Maravilha;26463
MG;31;39706;Maravilhas;8113
PB;25;9057;Marcação;8746
MT;51;5580;Marcelândia;10107
RS;43;11908;Marcelino Ramos;4239
RN;24;7302;Marcelino Vieira;8325
BA;29;20809;Marcionílio Souza;10357
CE;23;7809;Marco;27822
PI;22;5953;Marcolândia;8590
PI;22;6001;Marcos Parente;4546
PR;41;14609;Marechal Cândido Rondon;54031
AL;27;4708;Marechal Deodoro;52848
ES;32;3346;Marechal Floriano;17141
AC;12;351;Marechal Thaumaturgo;19727
SC;42;10555;Marema;1703
PB;25;9107;Mari;21895
MG;31;39904;Maria da Fé;14019
PR;41;14708;Maria Helena;5593
PR;41;14807;Marialva;36103
MG;31;40001;Mariana;61830
RS;43;11981;Mariana Pimentel;3892
RS;43;12005;Mariano Moro;1987
TO;17;12504;Marianópolis do Tocantins;5332
SP;35;28908;Mariápolis;4098
AL;27;4807;Maribondo;13123
RJ;33;2700;Maricá;167668
MG;31;40100;Marilac;4079
ES;32;3353;Marilândia;13091
PR;41;14906;Marilândia do Sul;8793
PR;41;15002;Marilena;7093
SP;35;29005;Marília;242249
PR;41;15101;Mariluz;10327
PR;41;15200;Maringá;436472
SP;35;29104;Marinópolis;2101
MG;31;40159;Mário Campos;15814
PR;41;15309;Mariópolis;6655
PR;41;15358;Maripá;5562
MG;31;40209;Maripá de Minas;3000
PA;15;4422;Marituba;135812
PB;25;9156;Marizópolis;6689
MG;31;40308;Marliéria;4030
PR;41;15408;Marmeleiro;14407
MG;31;40407;Marmelópolis;2701
RS;43;12054;Marques de Souza;3981
PR;41;15457;Marquinho;4283
MG;31;40506;Martinho Campos;13497
CE;23;7908;Martinópole;11407
SP;35;29203;Martinópolis;26791
RN;24;7401;Martins;8790
MG;31;40530;Martins Soares;8640
SE;28;4003;Maruim;17328
PR;41;15507;Marumbi;4676
GO;52;12907;Marzagão;2263
BA;29;20908;Mascote;13619
CE;23;8005;Massapê;39341
PI;22;6050;Massapê do Piauí;6456
PB;25;9206;Massaranduba;14077
SC;42;10605;Massaranduba;17330
RS;43;12104;Mata;4760
BA;29;21005;Mata de São João;47643
AL;27;5002;Mata Grande;25200
MA;21;6409;Mata Roma;17122
MG;31;40555;Mata Verde;8700
SP;35;29302;Matão;84069
PB;25;9305;Mataraca;8642
TO;17;12702;Mateiros;2773
PR;41;15606;Matelândia;18266
MG;31;40605;Materlândia;4415
MG;31;40704;Mateus Leme;31631
MG;31;71501;Mathias Lobato;3157
MG;31;40803;Matias Barbosa;14626
MG;31;40852;Matias Cardoso;11360
PI;22;6100;Matias Olímpio;10979
BA;29;21054;Matina;12359
MA;21;6508;Matinha;23591
PB;25;9339;Matinhas;4528
PR;41;15705;Matinhos;35705
MG;31;40902;Matipó;19098
RS;43;12138;Mato Castelhano;2543
PB;25;9370;Mato Grosso;2944
RS;43;12153;Mato Leitão;4627
RS;43;12179;Mato Queimado;1611
PR;41;15739;Mato Rico;3142
MG;31;41009;Mato Verde;12367
MA;21;6607;Matões;34099
MA;21;6631;Matões do Norte;17316
SC;42;10704;Matos Costa;2442
MG;31;41108;Matozinhos;38469
GO;52;12956;Matrinchã;4321
AL;27;5101;Matriz de Camaragibe;24627
MT;51;5606;Matupá;17017
PB;25;9396;Maturéia;6690
MG;31;41207;Matutina;3733
SP;35;29401;Mauá;481725
PR;41;15754;Mauá da Serra;10994
AM;13;2900;Maués;66159
GO;52;13004;Maurilândia;14568
TO;17;12801;Maurilândia do Tocantins;3470
CE;23;8104;Mauriti;48370
RN;24;7500;Maxaranguape;12714
RS;43;12203;Maximiliano de Almeida;4254
AP;16;402;Mazagão;22468
MG;31;41306;Medeiros;3861
BA;29;21104;Medeiros Neto;22741
PR;41;15804;Medianeira;46940
PA;15;4455;Medicilândia;32347
MG;31;41405;Medina;20701
SC;42;10803;Meleiro;6989
PA;15;4505;Melgaço;28121
RJ;33;2809;Mendes;18681
